"STATION","NAME","DATE","AWND","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-09-18","9.40",,"0.46",,"0.0","0.0","76","81","71",,"  220","  230","19.9","25.9","    1",,"    1",,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-09-19","7.61",,"0.00",,"0.0","0.0","75","83","67",,"  360","  350","16.1","19.9",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-09-20","6.49",,"0.01",,"0.0","0.0","69","74","66",,"  140","  150","10.1","15.0",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-09-21","9.17",,"0.00",,"0.0","0.0","70","74","67",,"  200","  200","21.9","25.9",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-09-22","11.63",,"0.00",,"0.0","0.0","71","75","61",,"  350","  330","23.9","30.0",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-09-23","8.50",,"0.00",,"0.0","0.0","62","66","58",,"  360","   20","13.0","15.0",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-09-24","12.75",,"0.00",,"0.0","0.0","63","71","56",,"   90","  100","21.0","29.1",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-09-25","8.50",,"1.89",,"0.0","0.0","65","75","59",,"   60","   80","17.0","25.9","    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-09-26","9.62",,"0.02",,"0.0","0.0","76","84","69",,"  290","  270","28.0","35.1","    1",,"    1",,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-09-27","11.18",,"0.01",,"0.0","0.0","69","74","61",,"  320","  330","23.0","30.0",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-09-28","9.84",,"1.21",,"0.0","0.0","62","65","55",,"  360","  360","23.0","29.1","    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-09-29","6.93",,"0.00",,"0.0","0.0","64","76","53",,"  350","  330","17.0","23.0",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-09-30","6.71",,"0.00",,"0.0","0.0","62","70","53",,"   10","   10","15.0","18.1",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-10-01","5.82",,"0.00",,"0.0","0.0","68","79","59",,"  250","  230","16.1","19.9",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-10-02","7.61",,"0.46",,"0.0","0.0","72","79","64",,"  320","  310","23.9","30.0","    1",,"    1",,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-10-03","8.50",,"0.00",,"0.0","0.0","69","76","60",,"  320","  330","19.9","25.9",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-10-04","5.14",,"0.00",,"0.0","0.0","67","79","58",,"  340","  330","15.0","21.0",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-10-05","8.72",,"0.00",,"0.0","0.0","68","71","59",,"   20","   30","19.9","25.1",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-10-06","6.04",,"0.01",,"0.0","0.0","65","67","63",,"  200","  190","14.1","18.1","    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-10-07","6.71",,"0.00",,"0.0","0.0","71","82","67",,"  240","  230","13.0","17.0","    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-10-08","7.16",,"0.00",,"0.0","0.0","69","71","64",,"  110","  110","13.0","18.1","    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-10-09","4.70",,"0.00",,"0.0","0.0","70","78","65",,"  260","  150","10.1","13.0","    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-10-10","6.93",,"0.00",,"0.0","0.0","73","81","70",,"  150","  160","14.1","18.1",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-10-11","7.83",,"0.72",,"0.0","0.0","73","81","68",,"  230","  230","21.0","25.9","    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-10-12","16.55",,"0.33",,"0.0","0.0","63","68","51",,"  330","  320","32.0","42.9","    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-10-13","8.50",,"0.07",,"0.0","0.0","52","59","47",,"  280","  280","21.0","25.1",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-10-14","5.82",,"0.00",,"0.0","0.0","51","58","43",,"  250","  250","13.0","19.0",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-10-15","10.29",,"0.04",,"0.0","0.0","58","68","53",,"  280","  300","25.1","33.1","    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-10-16","11.86",,"0.00",,"0.0","0.0","56","59","45","    0","  320","  320","23.9","30.0",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-10-17","13.87",,"0.00",,"0.0","0.0","52","64","42",,"  260","  260","29.1","36.0",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-10-18","12.08",,"0.00",,"0.0","0.0","48","53","40",,"  310","  320","25.1","33.1",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-10-19","10.96",,"0.00",,"0.0","0.0","47","61","35",,"  240","  200","21.0","25.1",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-10-20","11.41",,"0.06",,"0.0","0.0","57","63","49",,"  260","  250","19.9","25.1",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-10-21","15.66",,"0.00",,"0.0","0.0","48","50","37",,"  330","  320","35.1","42.1",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-10-22","8.50",,"0.00",,"0.0","0.0","43","54","34",,"  220","  240","15.0","23.0",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-10-23","8.72",,"0.00",,"0.0","0.0","53","66","44",,"  300","  290","23.9","31.1",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-10-24","14.32",,"0.00",,"0.0","0.0","50","56","44",,"  320","  340","28.0","36.9",,,,,,,"    1",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-10-25","10.51",,"0.00",,"0.0","0.0","46","53","36",,"  310","  290","19.9","29.1",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-10-26","5.82",,"0.01",,"0.0","0.0","43","50","36",,"   70","   80","16.1","21.9",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-10-27","17.45",,"1.09",,"0.0","0.0","47","50","45",,"   30","   50","25.9","36.9","    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-10-28","9.62",,"0.02",,"0.0","0.0","49","54","45",,"  250","  250","17.0","27.1","    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-10-29","11.86",,"0.01",,"0.0","0.0","52","59","44",,"  270","  260","23.0","28.0",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-10-30","9.84",,"0.00",,"0.0","0.0","48","58","39",,"  310","  290","21.9","32.0",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-10-31","6.93",,"0.00",,"0.0","0.0","52","68","37",,"  200","  230","18.1","25.9",,,,,,,"    1",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-11-01","6.71",,"0.00",,"0.0","0.0","62","73","52",,"  190","  190","18.1","25.9",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-11-02","11.41",,"0.07",,"0.0","0.0","68","73","65",,"  190","  210","21.9","28.0","    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-11-03","15.21",,"0.43",,"0.0","0.0","59","67","46",,"  260","  270","36.9","44.1","    1",,,,,,"    1",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-11-04","5.14",,"0.00",,"0.0","0.0","48","56","39",,"  340","  330","15.0","18.1",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-11-05","9.84",,"0.29",,"0.0","0.0","51","54","49",,"   20","   70","17.0","25.1","    1",,,,,,"    1",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-11-06","7.16",,"0.68",,"0.0","0.0","53","59","49",,"  300","  290","21.9","29.1","    1","    1",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-11-07","12.75",,"0.00",,"0.0","0.0","56","63","45",,"  240","  240","23.0","29.1",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-11-08","8.50",,"0.00",,"0.0","0.0","53","58","40",,"  280","  300","18.1","23.0",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-11-09","8.95",,"0.97",,"0.0","0.0","45","52","36",,"   50","   90","17.0","23.0","    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-11-10","14.76",,"0.03",,"0.0","0.0","46","49","32",,"  280","  270","32.0","40.0","    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-11-11","7.83",,"0.00",,"0.0","0.0","38","48","28",,"  320","  320","18.1","21.0",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-11-12","2.91",,"0.06",,"0.0","0.0","40","49","30",,"  360","  200","8.9","13.0","    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-11-13","12.30",,"0.90",,"0.0","0.0","46","50","43",,"  320","  290","21.9","32.0","    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-11-14","14.32",,"0.00",,"0.0","0.0","40","43","31",,"  330","  280","25.9","34.0",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-11-15","13.87",,"1.06",,"6.4","0.0","31","40","28",,"   60","   50","30.0","42.1","    1",,,"    1",,"    1",,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-11-16","16.78",,"0.33",,"0.0","3.1","38","46","34",,"  320","  300","30.0","38.0","    1",,,"    1",,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-11-17","10.74",,"0.00",,"0.0","0.0","42","49","34",,"  270","  270","21.9","25.1",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-11-18","4.47",,"0.00",,"0.0","0.0","42","44","37",,"  320","  330","14.1","18.1",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-11-19","3.58",,"0.00",,"0.0","0.0","44","52","37",,"   20","  300","10.1","17.0","    1",,,,,,"    1",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-11-20","10.51",,"0.00",,"0.0","0.0","45","49","39",,"  300","  290","23.9","31.1","    1",,,,,,"    1",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-11-21","15.21",,"0.00",,"0.0","0.0","40","47","27",,"  250","  270","28.0","36.9",,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-11-22","17.00",,"0.00",,"0.0","0.0","27","29","17",,"  320","  290","25.1","34.0",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-11-23","7.38",,"0.00",,"0.0","0.0","22","33","13",,"  250","  250","14.1","17.0",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-11-24","7.83",,"1.23",,"0.0","0.0","33","48","25",,"  350","  350","23.0","31.1","    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-11-25","10.29",,"0.76",,"0.0","0.0","49","58","45",,"  350","  350","28.0","33.1","    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-11-26","9.40",,"1.12",,"0.0","0.0","49","53","42",,"   70","   70","21.0","29.1","    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-11-27","17.45",,"0.02",,"0.0","0.0","43","45","35",,"  270","  270","32.0","38.9","    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-11-28","18.34",,"0.00",,"0.0","0.0","38","42","35",,"  280","  280","33.1","42.9",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-11-29","14.99",,"0.00",,"0.0","0.0","42","47","37",,"  330","  320","25.9","35.1",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-11-30","4.70",,"0.00",,"0.0","0.0","39","42","36",,"  250","  250","12.1","12.1",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-12-01","4.92",,"0.06",,"0.0","0.0","40","46","32",,"   30","  100","10.1","13.0","    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-12-02","5.59",,"0.93",,"0.0","0.0","47","55","42",,"  240","  240","16.1","19.0","    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-12-03","12.97",,"0.00",,"0.0","0.0","53","55","45",,"  260","  270","23.9","33.1","    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-12-04","13.87",,"0.00",,"0.0","0.0","41","45","27",,"  310","  290","25.9","33.1",,,,,,,"    1",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-12-05","8.72",,"0.00",,"0.0","0.0","30","37","24",,"   20","   30","16.1","19.0",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-12-06","11.41",,"0.00",,"0.0","0.0","33","40","24",,"  270","  290","23.0","32.0",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-12-07","12.53",,"0.00",,"0.0","0.0","36","40","26",,"  320","  290","21.9","31.1",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-12-08","8.28",,"0.00",,"0.0","0.0","29","37","23",,"  250","  260","19.9","23.9",,,,,,,"    1",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-12-09","3.58",,"0.00",,"0.0","0.0","30","36","25",,"  250","  260","8.9","12.1",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-12-10","8.50",,"0.00",,"0.0","0.0","32","41","23",,"  360","  320","16.1","23.0",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-12-11","6.71",,"0.00",,"0.0","0.0","32","42","23",,"  290","  290","14.1","18.1",,,,,,,"    1",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-12-12","8.05",,"0.00",,"0.0","0.0","35","41","31",,"  340","  300","19.9","29.1",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-12-13","10.29",,"0.00",,"0.0","0.0","35","38","32",,"   20","   10","15.0","19.0",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-12-14","5.59",,"0.13",,"0.0","0.0","43","50","37",,"   20","  130","12.1","15.0","    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-12-15","9.17",,"0.15",,"0.0","0.0","49","51","47",,"   50","   50","23.0","33.1","    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-12-16","16.78",,"1.47",,"0.0","0.0","43","47","36",,"   40","   50","25.9","36.9","    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-12-17","14.99",,"0.00",,"0.0","0.0","41","49","38",,"  300","  290","33.1","44.1",,,,,,,"    1",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-12-18","16.11",,"0.00",,"0.0","0.0","37","40","27",,"  310","  280","33.1","42.9",,,,,,,"    1",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-12-19","6.26",,"0.00",,"0.0","0.0","32","44","25",,"  230","  310","14.1","18.1",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-12-20","4.03",,"0.36",,"0.0","0.0","37","53","30",,"   20","  120","10.1","14.1","    1",,,,,,"    1",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-12-21","10.51",,"1.37",,"0.0","0.0","54","61","50",,"  130","  150","25.1","36.0","    1","    1",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-12-22","16.11",,"0.03",,"0.0","0.0","49","53","40",,"  290","  280","31.1","40.9","    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-12-23","8.95",,"0.00",,"0.0","0.0","41","45","36",,"  300","  280","23.0","33.1",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-12-24","9.17",,"0.09",,"0.0","0.0","39","44","34",,"  270","  280","19.9","25.9","    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-12-25","10.07",,"0.00",,"0.0","0.0","36","42","29",,"  340","  340","19.9","23.9",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-12-26","6.93",,"0.00",,"0.0","0.0","37","44","31",,"  280","  280","15.0","19.0",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-12-27","6.93",,"0.00",,"0.0","0.0","40","45","34",,"  340","  130","15.0","19.0",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-12-28","8.28",,"1.21",,"0.0","0.0","48","59","43",,"  280","  250","17.0","23.0","    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-12-29","13.42",,"0.00",,"0.0","0.0","52","56","39",,"  320","  320","25.1","33.1",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-12-30","5.37",,"0.00",,"0.0","0.0","38","41","33",,"  340","  320","14.1","17.0",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2018-12-31","4.47",,"1.29",,"0.0","0.0","38","46","32",,"  140","  120","15.0","21.9","    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-01-01","14.99",,"0.08",,"0.0","0.0","51","58","40",,"  330","  340","31.1","40.0","    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-01-02","7.16",,"0.00",,"0.0","0.0","39","41","35",,"  340","  330","17.0","21.0",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-01-03","8.72",,"0.00",,"0.0","0.0","41","45","32",,"  330","  310","21.9","30.0",,,,,,,"    1",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-01-04","7.61",,"0.00",,"0.0","0.0","37","46","29",,"  240","  240","19.9","25.1",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-01-05","10.51",,"0.61",,"0.0","0.0","44","47","41",,"  360","  300","21.9","27.1","    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-01-06","14.99",,"0.00",,"0.0","0.0","44","51","31",,"  330","  290","30.0","42.9",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-01-07","9.62",,"0.00",,"0.0","0.0","31","34","25",,"  320","  340","25.1","30.0",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-01-08","2.46",,"0.15",,"0.0","0.0","37","44","34",,"  270","  280","15.0","19.0","    1",,"    1",,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-01-09","18.34",,"0.04",,"0.0","0.0","42","46","34",,"  290","  280","33.1","42.1","    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-01-10","19.91",,"0.00",,"0.0","0.0","33","36","29",,"  300","  290","33.1","42.9",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-01-11","14.99",,"0.00",,"0.0","0.0","28","33","21",,"  310","  300","25.9","34.0",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-01-12","6.26",,"0.00",,"0.0","0.0","26","35","20",,"  300","  300","13.0","16.1",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-01-13","11.41",,"0.00",,"0.1","0.0","29","33","23",,"   10","   20","18.1","23.0",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-01-14","10.51",,"0.00",,"0.0","0.0","26","34","20",,"   20","   20","18.1","21.9",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-01-15","5.59",,"0.00",,"0.0","0.0","29","38","20",,"  340","  330","13.0","18.1",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-01-16","10.29",,"0.00",,"0.0","0.0","31","39","23",,"  320","  320","18.1","25.1",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-01-17","7.61",,"0.00",,"0.0","0.0","30","34","24",,"  330","  320","21.0","29.1",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-01-18","6.93",,"0.02",,"0.3","0.0","32","38","27",,"  250","  250","12.1","17.0","    1",,,,,,"    1",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-01-19","6.93",,"0.45",,"0.0","0.0","34","38","28",,"   90","  100","18.1","27.1","    1",,,"    1",,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-01-20","16.33",,"1.07",,"0.0","0.0","35","41","13",,"  290","  330","33.1","42.9","    1","    1",,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-01-21","23.04",,"0.00",,"0.0","0.0","11","15","4",,"  290","  270","36.0","45.0",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-01-22","8.50",,"0.00",,"0.0","0.0","18","32","13",,"  310","  300","25.1","30.0",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-01-23","6.26",,"0.00",,"0.0","0.0","33","49","27",,"  190","  190","15.0","19.0",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-01-24","16.55",,"0.98",,"0.0","0.0","53","59","35",,"  310","  280","29.1","38.0","    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-01-25","14.09",,"0.00",,"0.0","0.0","36","40","27",,"  270","  270","30.0","40.0",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-01-26","6.49",,"0.00",,"0.0","0.0","29","36","21",,"  240","  260","17.0","21.0",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-01-27","9.62",,"0.00",,"0.0","0.0","37","51","26",,"  230","  200","29.1","35.1",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-01-28","10.74",,"0.00",,"0.0","0.0","32","38","22",,"  340","  340","18.1","23.0",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-01-29","7.16",,"0.19",,"0.1","0.0","29","42","20",,"  250","  240","19.9","23.9","    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-01-30","17.45",,"0.20",,"0.4","0.0","28","34","5",,"  270","  260","40.0","50.1","    1",,,,,,"    1",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-01-31","13.42",,"0.00",,"0.0","0.0","8","17","2",,"  260","  250","23.9","29.1",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-02-01","6.93",,"0.00",,"0.0","0.0","15","22","10",,"  270","  280","13.0","16.1",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-02-02","11.18",,"0.00",,"0.0","0.0","22","35","14",,"  250","  250","23.0","29.1",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-02-03","6.26",,"0.00",,"0.0","0.0","36","53","24",,"  230","  320","12.1","15.0",,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-02-04","2.91",,"0.00",,"0.0","0.0","44","61","32",,"  180","  180","12.1","14.1","    1",,,,,,"    1",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-02-05","6.71",,"0.00",,"0.0","0.0","49","68","37",,"  350","  350","23.0","29.1",,,,,,,"    1",
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2019-02-06","7.83",,"0.53",,"0.0","0.0","44","47","34",,"   10","   40","16.1","21.0","    1",,,,,,,
